timestamp,location_id,precip_1h,precip_24h,soil_moisture,temperature,elevation,slope,impervious_frac,land_use,flood_event,pred_prob
2025-10-03 11:00,Colombo_01,4.24,79.16,0.51,26.4,10.4,2.1,0.71,Urban,0,0.5225905780506865
2025-10-03 12:00,Colombo_01,7.71,45.11,0.23,25.6,13.3,1.5,0.79,Urban,1,0.5718300237111923
2025-10-03 13:00,Colombo_01,4.77,54.09,0.34,28.3,6.3,1.4,0.72,Urban,1,0.5352655031856178
2025-10-03 14:00,Colombo_01,4.4,63.53,0.5,25.1,6.3,4.9,0.87,Urban,0,0.4346789367918447
2025-10-03 15:00,Colombo_01,1.74,36.98,0.39,25.6,10.6,0.8,0.65,Urban,1,0.4765664795548156
2025-10-03 16:00,Colombo_01,1.76,57.03,0.31,30.7,14.5,3.7,0.69,Urban,0,0.43589780351996765
2025-10-03 17:00,Colombo_01,3.3,62.2,0.5,30.4,9.1,0.0,0.54,Urban,1,0.5638652044082222
2025-10-03 18:00,Colombo_01,1.95,45.96,0.39,31.4,8.3,3.0,0.74,Urban,0,0.4500051211432574
2025-10-03 19:00,Colombo_01,6.62,41.99,0.35,31.0,11.1,4.6,0.62,Urban,0,0.495524787356936
2025-10-03 20:00,Colombo_01,2.91,70.02,0.48,29.8,14.3,1.4,0.56,Urban,0,0.5261689010128943
2025-10-03 21:00,Colombo_01,1.85,37.3,0.28,25.4,13.4,0.9,0.72,Urban,1,0.4736716240188865
2025-10-03 22:00,Colombo_01,6.74,53.91,0.76,30.5,15.0,3.3,0.71,Urban,0,0.5456734759767438
2025-10-03 23:00,Colombo_01,1.23,44.59,0.72,30.9,5.2,3.6,0.53,Urban,0,0.42724385907363505
2025-10-04 00:00,Colombo_01,3.27,33.19,0.62,30.6,6.1,3.4,0.78,Urban,0,0.4561207707807516
2025-10-04 01:00,Colombo_01,2.07,75.34,0.26,28.6,11.1,1.6,0.75,Urban,0,0.49494487496381356
2025-10-04 02:00,Colombo_01,14.18,68.54,0.67,26.6,13.2,1.3,0.58,Urban,1,0.7155696832164669
2025-10-04 03:00,Colombo_01,3.28,76.83,0.68,30.9,7.9,4.8,0.69,Urban,1,0.4541004641744856
2025-10-04 04:00,Colombo_01,1.54,60.84,0.66,30.1,7.4,4.6,0.79,Urban,0,0.41146370361663664
2025-10-04 05:00,Colombo_01,3.43,44.6,0.27,31.9,12.9,2.3,0.71,Urban,0,0.4969705276995215
2025-10-04 06:00,Colombo_01,2.89,52.6,0.59,26.1,5.6,4.2,0.66,Urban,0,0.4257200963537207
2025-10-04 07:00,Colombo_01,1.78,24.9,0.7,26.6,8.7,2.3,0.63,Urban,0,0.44101347658765383
2025-10-04 08:00,Colombo_01,6.59,41.54,0.55,26.5,10.1,2.1,0.74,Urban,0,0.5426445304678412
2025-10-04 09:00,Colombo_01,5.22,55.44,0.59,30.5,10.6,0.8,0.88,Urban,0,0.572649076713006
2025-10-04 10:00,Colombo_01,4.1,74.17,0.48,26.3,12.3,2.1,0.77,Urban,0,0.5157601505844285
2025-10-04 11:00,Colombo_01,1.67,52.7,0.52,25.5,8.5,2.7,0.53,Urban,1,0.4406035189011234
2025-10-04 12:00,Colombo_01,10.54,63.71,0.22,32.0,11.1,0.1,0.68,Urban,1,0.6883036031923455
2025-10-04 13:00,Colombo_01,4.35,62.55,0.58,25.2,10.9,2.2,0.86,Urban,1,0.5059970759726905
2025-10-04 14:00,Colombo_01,2.05,43.83,0.25,30.8,10.5,3.9,0.54,Urban,0,0.4271993800120589
2025-10-04 15:00,Colombo_01,7.01,44.07,0.46,27.6,11.4,3.4,0.9,Urban,0,0.519722043507581
2025-10-04 16:00,Colombo_01,3.64,68.23,0.38,30.9,7.6,3.2,0.88,Urban,1,0.4864140286954668
2025-10-04 17:00,Colombo_01,6.44,47.91,0.53,28.9,5.8,4.5,0.53,Urban,1,0.49286985747129525
2025-10-04 18:00,Colombo_01,4.48,64.51,0.28,31.3,6.2,0.1,0.87,Urban,1,0.5768335188745073
2025-10-04 19:00,Colombo_01,12.74,47.72,0.61,31.5,7.2,2.8,0.65,Urban,0,0.6591243402857013
2025-10-04 20:00,Colombo_01,1.32,49.99,0.68,25.1,10.0,3.9,0.84,Urban,1,0.40041315927477195
2025-10-04 21:00,Colombo_01,2.14,64.21,0.3,25.5,13.4,2.7,0.67,Urban,0,0.4527098757670304
2025-10-04 22:00,Colombo_01,18.35,56.5,0.26,26.8,12.0,1.6,0.68,Urban,0,0.7567179038623733
2025-10-04 23:00,Colombo_01,3.09,54.46,0.29,29.7,12.9,0.7,0.75,Urban,0,0.5290697082968404
2025-10-05 00:00,Colombo_01,1.19,46.72,0.73,31.2,8.5,4.4,0.81,Urban,0,0.40676504459396756
2025-10-05 01:00,Colombo_01,5.01,60.56,0.52,28.2,9.0,2.4,0.51,Urban,1,0.5267663283562658
2025-10-05 02:00,Colombo_01,7.02,48.46,0.48,29.2,8.9,4.4,0.74,Urban,1,0.5050949847715738
2025-10-05 03:00,Colombo_01,3.06,66.19,0.26,26.3,6.9,2.9,0.57,Urban,0,0.46647746379708527
2025-10-05 04:00,Colombo_01,0.47,46.92,0.59,30.6,5.6,3.4,0.64,Urban,1,0.4145210183073476
2025-10-05 05:00,Colombo_01,1.51,54.33,0.72,31.8,10.9,4.0,0.64,Urban,0,0.4333197046337201
2025-10-05 06:00,Colombo_01,0.71,66.46,0.7,26.9,14.9,3.3,0.69,Urban,0,0.42644572103387157
2025-10-05 07:00,Colombo_01,11.63,63.03,0.58,28.5,6.7,2.0,0.63,Urban,0,0.6568779673030203
2025-10-05 08:00,Colombo_01,0.64,64.13,0.25,25.6,5.5,2.6,0.54,Urban,1,0.424611040525713
2025-10-05 09:00,Colombo_01,2.06,57.13,0.27,28.9,12.8,4.0,0.56,Urban,0,0.4276467974888681
2025-10-05 10:00,Colombo_01,4.91,44.61,0.23,28.5,7.5,1.9,0.51,Urban,1,0.521539129414841
2025-10-05 11:00,Colombo_01,1.03,70.73,0.35,26.0,13.3,1.9,0.69,Urban,0,0.45893170234805064
2025-10-05 12:00,Colombo_01,4.48,58.64,0.28,28.1,12.0,0.5,0.88,Urban,0,0.5540111988189175
2025-10-05 13:00,Colombo_01,1.86,50.69,0.36,27.3,14.5,4.6,0.55,Urban,1,0.4020271888964317
2025-10-05 14:00,Colombo_01,4.24,49.78,0.43,28.7,9.1,0.5,0.88,Urban,0,0.5475672424667447
2025-10-05 15:00,Colombo_01,2.64,82.8,0.77,29.1,11.6,3.2,0.79,Urban,1,0.48190072163880204
2025-10-05 16:00,Colombo_01,2.94,56.3,0.57,25.1,9.6,2.1,0.75,Urban,1,0.4784092939686214
2025-10-05 17:00,Colombo_01,6.9,42.25,0.7,30.3,11.3,2.0,0.76,Urban,1,0.5689955625508045
2025-10-05 18:00,Colombo_01,1.15,76.0,0.63,30.0,9.5,3.4,0.83,Urban,0,0.44334308246045895
2025-10-05 19:00,Colombo_01,4.23,54.27,0.27,27.6,6.9,0.3,0.54,Urban,0,0.5521570085271971
2025-10-05 20:00,Colombo_01,5.88,51.38,0.64,25.4,10.1,3.0,0.7,Urban,0,0.5112640226433776
2025-10-05 21:00,Colombo_01,1.04,45.43,0.37,30.3,10.3,3.9,0.78,Urban,1,0.4064475712953705
2025-10-05 22:00,Colombo_01,0.71,59.28,0.58,31.7,13.1,4.1,0.73,Urban,0,0.4158570510011403
2025-10-05 23:00,Colombo_01,2.68,71.6,0.4,26.7,12.4,0.9,0.83,Urban,0,0.5168266634883908
2025-10-06 00:00,Colombo_01,4.03,59.75,0.8,27.3,11.6,4.5,0.53,Urban,0,0.4579514124012774
2025-10-06 01:00,Colombo_01,5.31,52.45,0.36,26.3,6.1,3.3,0.78,Urban,1,0.48786040529182695
2025-10-06 02:00,Colombo_01,0.88,40.66,0.37,29.0,12.2,4.4,0.71,Urban,1,0.3857426615020558
2025-10-06 03:00,Colombo_01,6.03,55.08,0.76,26.1,10.0,2.4,0.65,Urban,1,0.537564146972022
2025-10-06 04:00,Colombo_01,7.59,62.38,0.21,27.5,13.9,2.7,0.64,Urban,1,0.560127475547467
2025-10-06 05:00,Colombo_01,4.36,47.89,0.62,29.9,14.2,4.6,0.75,Urban,0,0.4579083501533262
2025-10-06 06:00,Colombo_01,7.94,76.78,0.64,28.9,5.6,4.5,0.86,Urban,0,0.5367950446945124
2025-10-06 07:00,Colombo_01,2.56,52.75,0.7,27.7,13.2,2.2,0.7,Urban,0,0.48167510373166594
2025-10-06 08:00,Colombo_01,2.1,63.43,0.78,27.9,5.4,1.4,0.83,Urban,1,0.49647401845351036
2025-10-06 09:00,Colombo_01,3.01,53.26,0.79,28.9,8.7,2.0,0.66,Urban,0,0.5001889050437881
2025-10-06 10:00,Colombo_01,1.31,69.45,0.24,25.0,10.4,1.9,0.54,Urban,0,0.4581543748272564
2025-10-06 11:00,Colombo_01,2.03,60.53,0.69,25.5,6.5,1.4,0.52,Urban,0,0.48784622598093746
2025-10-06 12:00,Colombo_01,3.36,81.85,0.59,31.2,12.5,1.3,0.52,Urban,1,0.5520167772202799
2025-10-06 13:00,Colombo_01,3.71,60.85,0.59,25.5,5.1,4.3,0.65,Urban,0,0.4413385460239677
2025-10-06 14:00,Colombo_01,4.64,65.98,0.28,29.9,6.7,0.3,0.63,Urban,0,0.5745690826320489
2025-10-06 15:00,Colombo_01,0.32,61.64,0.59,31.4,10.8,3.4,0.79,Urban,0,0.42449896160593603
2025-10-06 16:00,Colombo_01,18.13,44.74,0.79,26.9,12.1,0.9,0.8,Urban,1,0.767841891485606
2025-10-06 17:00,Colombo_01,1.45,75.61,0.75,27.6,14.2,1.7,0.52,Urban,1,0.4925280755003223
2025-10-06 18:00,Colombo_01,5.29,63.52,0.46,29.0,12.1,0.3,0.59,Urban,0,0.5886174251289127
2025-10-06 19:00,Colombo_01,4.1,66.38,0.22,31.2,11.7,1.3,0.61,Urban,1,0.5463929762819818
2025-10-06 20:00,Colombo_01,1.92,73.19,0.42,31.6,8.9,3.8,0.72,Urban,1,0.44896835545871855
2025-10-06 21:00,Colombo_01,4.96,73.92,0.7,30.2,5.0,4.4,0.56,Urban,1,0.49212073041958815
2025-10-06 22:00,Colombo_01,1.48,45.67,0.62,25.6,6.2,1.1,0.55,Urban,1,0.473713856489047
2025-10-06 23:00,Colombo_01,3.25,43.56,0.48,29.7,10.3,2.3,0.88,Urban,1,0.48473812237454833
2025-10-07 00:00,Colombo_01,11.64,48.75,0.23,27.9,11.8,2.4,0.82,Urban,1,0.6301766331823597
2025-10-07 01:00,Colombo_01,2.3,43.87,0.46,28.3,9.2,4.4,0.57,Urban,1,0.4132192359631398
2025-10-07 02:00,Colombo_01,3.51,52.98,0.48,25.3,12.3,3.8,0.66,Urban,0,0.44575555396596384
2025-10-07 03:00,Colombo_01,1.25,44.93,0.76,26.3,10.2,2.6,0.64,Urban,0,0.4373244541645203
2025-10-07 04:00,Colombo_01,5.37,45.59,0.58,30.5,5.7,3.4,0.82,Urban,0,0.5015834264306277
2025-10-07 05:00,Colombo_01,1.71,63.06,0.39,28.2,6.9,4.2,0.7,Urban,0,0.41459000749435776
2025-10-07 06:00,Colombo_01,4.16,39.67,0.52,27.1,13.4,0.0,0.55,Urban,1,0.5554276207495665
2025-10-07 07:00,Colombo_01,6.66,59.13,0.24,27.7,12.2,2.0,0.8,Urban,0,0.556245533314444
2025-10-07 08:00,Colombo_01,2.72,70.67,0.78,31.0,13.9,4.5,0.66,Urban,0,0.4532958738517251
2025-10-07 09:00,Colombo_01,5.01,70.54,0.42,30.2,6.2,3.7,0.61,Urban,0,0.5027297040933542
2025-10-07 10:00,Colombo_01,4.34,66.86,0.49,26.9,14.9,2.7,0.65,Urban,0,0.5060486503691187
2025-10-07 11:00,Colombo_01,6.83,68.8,0.41,25.8,7.1,2.6,0.7,Urban,1,0.5457728696931395
2025-10-07 12:00,Colombo_01,5.03,67.86,0.61,26.8,5.1,1.7,0.64,Urban,1,0.5419916827968743
2025-10-07 13:00,Colombo_01,7.9,45.35,0.6,31.4,15.0,2.6,0.6,Urban,1,0.5809917477768933
2025-10-07 14:00,Colombo_01,2.7,55.48,0.63,29.1,7.8,3.3,0.66,Urban,0,0.45984556098166346
2025-10-07 15:00,Colombo_01,1.0,67.26,0.36,28.7,11.7,2.1,0.51,Urban,0,0.463480328400383
2025-10-07 16:00,Colombo_01,0.64,52.57,0.39,29.2,6.8,3.6,0.81,Urban,1,0.4051403632176525
2025-10-07 17:00,Colombo_01,0.72,52.68,0.28,27.6,10.8,4.3,0.57,Urban,0,0.387377896088865
2025-10-07 18:00,Colombo_01,2.61,62.1,0.59,30.6,14.0,0.8,0.52,Urban,1,0.5363286284386818
2025-10-07 19:00,Colombo_01,3.79,84.84,0.22,28.7,8.2,2.3,0.76,Urban,0,0.5135764255605592
2025-10-07 20:00,Colombo_01,1.83,70.0,0.56,25.8,11.7,2.0,0.81,Urban,1,0.4716742125292856
2025-10-07 21:00,Colombo_01,1.86,39.92,0.72,25.9,6.9,3.4,0.83,Urban,1,0.4184340937087127
2025-10-07 22:00,Colombo_01,2.29,60.65,0.73,28.8,11.2,1.2,0.7,Urban,0,0.5108996972600778
2025-10-07 23:00,Colombo_01,3.28,46.57,0.47,31.6,8.4,3.2,0.58,Urban,0,0.475220828057145
2025-10-08 00:00,Colombo_01,8.63,71.08,0.48,27.2,7.1,4.4,0.79,Urban,1,0.5407404046474346
2025-10-08 01:00,Colombo_01,0.49,77.26,0.25,31.1,8.1,2.1,0.78,Urban,1,0.4610519211774818
2025-10-08 02:00,Colombo_01,5.42,88.22,0.6,30.3,6.8,4.6,0.6,Urban,1,0.5037067325280908
2025-10-08 03:00,Colombo_01,5.05,70.44,0.69,26.7,14.0,5.0,0.86,Urban,1,0.4628624689334245
2025-10-08 04:00,Colombo_01,2.72,65.43,0.35,25.3,9.0,0.5,0.54,Urban,0,0.5201754891826965
2025-10-08 05:00,Colombo_01,4.45,66.0,0.45,25.7,7.5,1.2,0.89,Urban,0,0.5324345081258172
2025-10-08 06:00,Colombo_01,2.87,46.35,0.7,30.1,9.5,4.8,0.84,Urban,0,0.42274448369950157
2025-10-08 07:00,Colombo_01,4.97,57.72,0.73,26.4,8.2,4.8,0.78,Urban,0,0.45600821454530405
2025-10-08 08:00,Colombo_01,1.55,61.0,0.35,27.6,12.4,0.5,0.88,Urban,0,0.5003893604665989
2025-10-08 09:00,Colombo_01,1.38,50.41,0.53,28.5,14.7,0.1,0.79,Urban,0,0.5102165740944613
2025-10-08 10:00,Colombo_01,0.43,64.81,0.32,30.1,9.4,0.8,0.58,Urban,1,0.48627544362711805
2025-10-08 11:00,Colombo_01,4.47,91.24,0.26,25.8,13.6,5.0,0.68,Urban,1,0.4560309904833843
2025-10-08 12:00,Colombo_01,2.01,38.7,0.75,27.8,10.7,0.9,0.53,Urban,0,0.49794991737117406
2025-10-08 13:00,Colombo_01,0.69,67.09,0.69,28.4,6.6,2.5,0.66,Urban,1,0.4479912905240786
2025-10-08 14:00,Colombo_01,1.4,58.13,0.66,28.8,11.9,4.2,0.8,Urban,0,0.41444032644101003
2025-10-08 15:00,Colombo_01,4.97,65.2,0.23,30.7,10.1,0.1,0.65,Urban,0,0.5884873694328899
2025-10-08 16:00,Colombo_01,3.77,60.74,0.71,26.2,11.5,3.0,0.63,Urban,1,0.484051336391488
2025-10-08 17:00,Colombo_01,1.45,55.08,0.46,30.7,13.9,1.4,0.74,Urban,0,0.4888512519645458
2025-10-08 18:00,Colombo_01,8.4,42.09,0.41,29.9,9.4,4.3,0.85,Urban,0,0.5291268179242374
2025-10-08 19:00,Colombo_01,3.14,68.12,0.53,28.9,14.0,1.4,0.52,Urban,0,0.5273348341787347
2025-10-08 20:00,Colombo_01,4.71,64.9,0.25,29.9,12.5,3.4,0.65,Urban,0,0.4991228288951224
2025-10-08 21:00,Colombo_01,3.71,64.96,0.65,27.9,9.9,3.4,0.56,Urban,0,0.4810166033728053
2025-10-08 22:00,Colombo_01,2.65,75.72,0.55,26.0,11.0,1.1,0.78,Urban,0,0.5143497047520071
2025-10-08 23:00,Colombo_01,4.48,52.37,0.31,29.7,8.3,0.2,0.54,Urban,0,0.5674905851472197
2025-10-09 00:00,Colombo_01,7.27,58.1,0.31,28.7,14.8,2.0,0.77,Urban,0,0.5738587258883294
2025-10-09 01:00,Colombo_01,2.62,48.38,0.31,29.5,11.7,1.4,0.61,Urban,1,0.4997366109593198
2025-10-09 02:00,Colombo_01,5.66,51.91,0.23,27.4,5.4,4.0,0.58,Urban,0,0.48064925624401084
2025-10-09 03:00,Colombo_01,1.83,43.33,0.55,31.3,8.3,4.0,0.87,Urban,0,0.42190824987941866
2025-10-09 04:00,Colombo_01,10.58,49.08,0.7,29.1,11.2,2.3,0.51,Urban,0,0.6317379010171447
2025-10-09 05:00,Colombo_01,1.62,33.97,0.21,25.6,5.6,3.0,0.68,Urban,0,0.41051710470873093
2025-10-09 06:00,Colombo_01,13.0,63.59,0.23,28.1,5.2,3.0,0.51,Urban,1,0.6506633533192994
2025-10-09 07:00,Colombo_01,1.05,89.06,0.54,30.3,9.5,4.1,0.69,Urban,0,0.4339023476240504
2025-10-09 08:00,Colombo_01,2.5,45.01,0.69,30.6,8.3,2.1,0.7,Urban,0,0.4862050336355452
2025-10-09 09:00,Colombo_01,4.65,54.94,0.4,28.5,9.4,1.4,0.63,Urban,1,0.5386440987662886
2025-10-09 10:00,Colombo_01,7.6,85.03,0.41,31.3,7.6,1.3,0.55,Urban,0,0.6249380750488679
2025-10-09 11:00,Colombo_01,9.53,65.89,0.56,26.9,6.6,2.7,0.65,Urban,1,0.5987388619170433
2025-10-09 12:00,Colombo_01,8.7,62.62,0.36,27.9,11.9,2.2,0.77,Urban,0,0.5944675932763767
2025-10-09 13:00,Colombo_01,4.52,47.74,0.22,31.3,10.1,2.2,0.81,Urban,0,0.5156595378419024
2025-10-09 14:00,Colombo_01,1.71,56.17,0.64,31.3,7.0,0.5,0.71,Urban,0,0.5200769703199961
2025-10-09 15:00,Colombo_01,6.54,51.01,0.58,29.8,8.2,3.6,0.74,Urban,1,0.522012018530069
2025-10-09 16:00,Colombo_01,7.07,64.53,0.55,31.0,10.9,1.1,0.58,Urban,0,0.6104985708782105
2025-10-09 17:00,Colombo_01,4.18,64.87,0.65,25.6,5.7,1.0,0.61,Urban,0,0.5389145780323285
2025-10-09 18:00,Colombo_01,2.14,53.02,0.61,31.1,6.5,2.1,0.56,Urban,1,0.4862121314652465
2025-10-09 19:00,Colombo_01,1.22,55.24,0.32,27.2,5.7,1.1,0.6,Urban,1,0.47393819260695014
2025-10-09 20:00,Colombo_01,1.81,75.78,0.41,26.2,13.1,2.9,0.59,Urban,0,0.4550159921376158
2025-10-09 21:00,Colombo_01,1.73,77.83,0.28,26.7,12.5,1.9,0.71,Urban,0,0.4771488005774312
2025-10-09 22:00,Colombo_01,3.42,54.12,0.28,27.9,12.5,2.2,0.73,Urban,1,0.49002324588550494
2025-10-09 23:00,Colombo_01,6.77,54.47,0.61,26.8,12.2,2.7,0.88,Urban,0,0.5405191263789771
2025-10-10 00:00,Colombo_01,3.62,44.43,0.72,27.2,11.7,1.0,0.58,Urban,0,0.5262677566089247
2025-10-10 01:00,Colombo_01,1.13,55.2,0.78,25.9,9.8,0.8,0.76,Urban,1,0.48396796965869204
2025-10-10 02:00,Colombo_01,5.47,59.19,0.58,27.1,11.4,4.4,0.83,Urban,1,0.47694293256706616
2025-10-10 03:00,Colombo_01,11.31,40.41,0.31,29.0,5.4,2.2,0.72,Urban,0,0.6277561654372091
2025-10-10 04:00,Colombo_01,3.59,63.83,0.26,28.1,11.2,2.1,0.6,Urban,1,0.5038562801071081
2025-10-10 05:00,Colombo_01,1.87,55.66,0.69,27.4,12.8,0.2,0.61,Urban,1,0.5212917287638794
2025-10-10 06:00,Colombo_01,1.37,79.17,0.55,30.2,10.0,2.5,0.52,Urban,0,0.47655984592846534
2025-10-10 07:00,Colombo_01,5.24,80.13,0.57,31.3,8.6,2.8,0.62,Urban,0,0.5444846711240757
2025-10-10 08:00,Colombo_01,9.32,89.63,0.67,30.3,7.8,2.8,0.8,Urban,1,0.6201355526212426
2025-10-10 09:00,Colombo_01,2.6,63.79,0.62,27.3,11.4,3.5,0.52,Urban,0,0.45548083902601627
2025-10-10 10:00,Colombo_01,2.14,55.12,0.7,30.2,11.9,0.9,0.59,Urban,1,0.5189182610576643
2025-10-10 11:00,Colombo_01,3.53,62.72,0.23,26.1,13.7,1.3,0.78,Urban,0,0.5125679784120704
2025-10-10 12:00,Colombo_01,5.78,55.97,0.65,25.9,8.4,4.1,0.81,Urban,0,0.48386857877354505
2025-10-10 13:00,Colombo_01,1.75,75.89,0.71,27.4,12.7,4.7,0.68,Urban,0,0.4179046805524757
2025-10-10 14:00,Colombo_01,3.95,68.15,0.37,30.7,10.6,0.7,0.78,Urban,1,0.5577206638460873
2025-10-10 15:00,Colombo_01,4.81,52.92,0.58,26.7,13.8,2.5,0.66,Urban,1,0.5111834763581571
2025-10-10 16:00,Colombo_01,5.07,68.41,0.39,25.4,10.3,1.1,0.56,Urban,0,0.552489913378109
2025-10-10 17:00,Colombo_01,1.26,38.5,0.77,25.9,10.2,0.3,0.66,Urban,0,0.4897943642775588
2025-10-10 18:00,Colombo_01,1.52,81.42,0.22,31.0,10.8,1.6,0.73,Urban,1,0.4970391636653292
2025-10-10 19:00,Colombo_01,3.56,50.26,0.55,29.4,12.5,0.7,0.88,Urban,1,0.5370300761685278
2025-10-10 20:00,Colombo_01,5.52,78.79,0.3,26.8,14.6,3.5,0.53,Urban,1,0.5132067607925852
2025-10-10 21:00,Colombo_01,12.57,52.91,0.63,28.9,5.7,2.7,0.7,Urban,1,0.6515916710055619
2025-10-10 22:00,Colombo_01,1.18,59.98,0.31,28.7,5.5,0.7,0.63,Urban,1,0.4913421985288052
2025-10-10 23:00,Colombo_01,4.03,54.64,0.34,29.6,14.4,0.0,0.7,Urban,0,0.566554700205916
2025-10-11 00:00,Colombo_01,3.33,65.1,0.5,26.6,10.3,4.0,0.51,Urban,0,0.45184148747827785
2025-10-11 01:00,Colombo_01,2.32,44.96,0.75,31.1,11.1,0.9,0.63,Urban,1,0.5190300595957685
2025-10-11 02:00,Colombo_01,7.34,33.86,0.33,27.2,9.8,3.0,0.83,Urban,1,0.5254725863471642
2025-10-11 03:00,Colombo_01,5.03,77.42,0.29,29.9,5.9,1.7,0.72,Urban,1,0.5525151517856256
2025-10-11 04:00,Colombo_01,5.13,81.23,0.66,25.1,12.7,2.9,0.68,Urban,1,0.5202173593116116
2025-10-11 05:00,Colombo_01,1.11,52.89,0.5,27.6,12.5,1.6,0.61,Urban,0,0.46635470801881357
2025-10-11 06:00,Colombo_01,2.5,48.51,0.75,27.5,8.1,0.4,0.62,Urban,1,0.5223092784986038
2025-10-11 07:00,Colombo_01,3.47,56.06,0.29,28.8,8.1,1.1,0.65,Urban,1,0.5227241345634118
2025-10-11 08:00,Colombo_01,3.79,45.18,0.59,25.5,13.4,0.9,0.83,Urban,1,0.5202842926276904
2025-10-11 09:00,Colombo_01,14.61,63.7,0.34,30.5,5.7,2.1,0.89,Urban,1,0.7020677270561672
2025-10-11 10:00,Colombo_01,2.62,54.17,0.29,26.5,13.8,3.3,0.68,Urban,1,0.4436659217840466
2025-10-11 11:00,Colombo_01,0.14,52.51,0.61,29.7,7.6,1.3,0.66,Urban,0,0.46231290961268606
2025-10-11 12:00,Colombo_01,3.5,51.45,0.56,30.6,10.9,0.1,0.84,Urban,0,0.5563084194903345
2025-10-11 13:00,Colombo_01,4.82,57.6,0.65,28.9,14.4,2.6,0.67,Urban,1,0.5218456673463558
2025-10-11 14:00,Colombo_01,3.47,54.35,0.39,30.2,11.8,3.0,0.72,Urban,0,0.48157646521248293
2025-10-11 15:00,Colombo_01,0.05,57.92,0.47,29.6,9.1,4.8,0.59,Urban,1,0.3764162671462467
2025-10-11 16:00,Colombo_01,4.15,50.45,0.44,27.5,11.9,2.9,0.8,Urban,0,0.4838905386565205
2025-10-11 17:00,Colombo_01,4.93,73.4,0.79,30.7,8.4,2.4,0.71,Urban,0,0.5450949261243196
2025-10-11 18:00,Colombo_01,1.0,63.7,0.38,27.1,7.8,2.9,0.82,Urban,0,0.42851133781047174
2025-10-11 19:00,Colombo_01,1.85,58.02,0.38,29.0,15.0,4.6,0.81,Urban,0,0.4093435828518375
2025-10-11 20:00,Colombo_01,3.17,46.45,0.41,30.2,12.5,4.1,0.59,Urban,1,0.4458747764466032
2025-10-11 21:00,Colombo_01,2.08,72.33,0.54,27.7,11.4,1.6,0.79,Urban,0,0.49501218787509893
2025-10-11 22:00,Colombo_01,2.38,51.01,0.35,27.1,8.6,1.2,0.82,Urban,0,0.488697204737556
2025-10-11 23:00,Colombo_01,4.18,59.94,0.75,28.2,5.5,1.3,0.64,Urban,0,0.5394084630608076
2025-10-12 00:00,Colombo_01,1.96,51.48,0.36,30.7,5.3,2.5,0.57,Urban,0,0.464247558471459
2025-10-12 01:00,Colombo_01,0.73,68.15,0.74,31.5,10.5,3.7,0.5,Urban,0,0.43656189603796836
2025-10-12 02:00,Colombo_01,6.29,36.33,0.26,28.8,12.6,2.5,0.68,Urban,0,0.5285834190167608
2025-10-12 03:00,Colombo_01,1.3,51.25,0.59,29.6,10.4,0.3,0.64,Urban,0,0.5096897313809919
2025-10-12 04:00,Colombo_01,2.82,68.48,0.74,31.3,13.4,3.6,0.72,Urban,0,0.47559005107451063
2025-10-12 05:00,Colombo_01,2.19,49.28,0.3,25.7,5.3,4.0,0.58,Urban,0,0.4095541378174372
2025-10-12 06:00,Colombo_01,1.13,36.85,0.78,26.6,8.7,1.4,0.84,Urban,1,0.4575871947722952
2025-10-12 07:00,Colombo_01,6.16,50.46,0.47,30.0,7.4,3.3,0.6,Urban,1,0.5224412614741156
2025-10-12 08:00,Colombo_01,5.71,62.42,0.77,30.8,9.5,2.1,0.59,Urban,0,0.5624834541961065
2025-10-12 09:00,Colombo_01,2.42,44.59,0.61,31.0,5.7,4.4,0.69,Urban,1,0.4251720314483705
2025-10-12 10:00,Colombo_01,3.29,56.74,0.38,27.9,14.5,4.2,0.7,Urban,1,0.44232429830826475
2025-10-12 11:00,Colombo_01,3.62,56.77,0.31,25.6,7.2,2.6,0.59,Urban,1,0.47664379633111426
2025-10-12 12:00,Colombo_01,1.2,84.6,0.38,28.1,14.2,3.5,0.61,Urban,1,0.44109327040334595
2025-10-12 13:00,Colombo_01,1.37,48.22,0.26,26.6,9.3,4.4,0.57,Urban,1,0.3890412764506766
2025-10-12 14:00,Colombo_01,3.25,82.41,0.29,27.0,14.9,2.5,0.79,Urban,1,0.4948337323729908
2025-10-12 15:00,Colombo_01,1.1,48.29,0.26,30.4,10.5,1.6,0.81,Urban,0,0.4645985820949247
2025-10-12 16:00,Colombo_01,3.23,66.24,0.45,25.5,14.3,3.8,0.68,Urban,1,0.4500198983268327
2025-10-12 17:00,Colombo_01,0.22,54.77,0.68,30.8,5.1,1.1,0.79,Urban,1,0.4725324006089399
2025-10-12 18:00,Colombo_01,2.31,52.98,0.28,28.0,12.5,1.9,0.79,Urban,1,0.47545299657308265
2025-10-12 19:00,Colombo_01,4.12,41.97,0.28,29.2,14.0,4.3,0.56,Urban,1,0.4504961693455305
2025-10-12 20:00,Colombo_01,3.9,66.14,0.59,25.6,6.4,3.6,0.89,Urban,0,0.4631955727284354
2025-10-12 21:00,Colombo_01,7.24,72.91,0.32,27.4,6.0,2.0,0.83,Urban,0,0.572600505860254
2025-10-12 22:00,Colombo_01,1.2,65.64,0.26,25.6,9.2,1.1,0.58,Urban,0,0.47525198708965694
